signal,family,hypothesis,trade,primary_horizon,n_events,n_assets,first,last,median_round_trip_bp,IS_n,IS_clusters,IS_gross_mean,IS_hedged_mean,IS_funding_mean,IS_net_mean,IS_net_lo,IS_net_hi,IS_net_median,IS_win,IS_t,IS_p,IS_p_wild,IS_p_normal,IS_mae_med,IS_mfe_med,OOS_n,OOS_clusters,OOS_gross_mean,OOS_hedged_mean,OOS_funding_mean,OOS_net_mean,OOS_net_lo,OOS_net_hi,OOS_net_median,OOS_win,OOS_t,OOS_p,OOS_p_wild,OOS_p_normal,OOS_mae_med,OOS_mfe_med,ALL_n,ALL_clusters,ALL_gross_mean,ALL_hedged_mean,ALL_funding_mean,ALL_net_mean,ALL_net_lo,ALL_net_hi,ALL_net_median,ALL_win,ALL_t,ALL_p,ALL_p_wild,ALL_p_normal,ALL_mae_med,ALL_mfe_med,breakeven_rt_bp_ALL,sign_consistent_IS_OOS,years_positive_share,by_year,by_btc_regime,by_vol_regime,IS_premium_gain_mean,OOS_premium_gain_mean,IS_p_bh,IS_reject_bh10,IS_p_wild_bh,IS_p_normal_bh,OOS_p_bh,OOS_reject_bh10,OOS_p_wild_bh,OOS_p_normal_bh,bh_family_size_OOS
Q1_long_liq_flush_OI_reset_long,liquidation,Long liquidations >= +2 sd of OI AND OI fell >= 1 sd: forced sellers exhausted; expect rebound,long perp,5d,1475,53.0,2021-02-07,2026-09-10,69.93369145968308,629,32.0,0.00034053566657986486,0.00046445035677057135,0.00031896539140443853,-0.0058526582691358865,-0.024097847825287323,0.01188460051723347,-0.011674173977066713,0.43720190779014306,-0.618754140074049,0.5405988154661284,0.552776388194097,0.5360783378052638,-0.07583608101742823,0.06753662035783892,844,32.0,0.01587003561338026,0.015700715891723147,0.0008225614980728538,0.009086175946114366,-0.01121207727004184,0.031469189023016625,-0.0035765778864874954,0.47393364928909953,0.8210195173348588,0.41790444796864723,0.4352176088044022,0.41163515112988636,-0.08794127821370185,0.07526480967863314,1473.0,64.0,0.009238633395771674,0.00919453054108827,0.0006075160458702515,0.0027069996247345907,-0.01163580923067205,0.015747252635003445,-0.00693786971410427,0.45824847250509165,0.35683180389599417,0.7224101592048242,0.7133566783391696,0.7212177254787666,-0.08182273678936358,0.0716440422322775,98.02046586958524,False,0.5,"{2021: 0.0068, 2022: -0.0164, 2023: -0.0061, 2024: 0.0141, 2025: 0.0132, 2026: -0.0047}","{'bear': (0.0016, 591), 'bull': (0.0035, 884)}","{'low': (0.0045, 1076), 'mid': (-0.004, 291), 'high': (0.0031, 108)}",,,0.8289181837147303,False,0.8475904618976154,0.8424088165511289,0.6407868202185923,False,0.6673336668334167,0.6468552374898214,23
Q2_long_liq_OI_rebuild_short,liquidation,"Long liquidations >= +2 sd but OI rising: new shorts pressing, cascade fuel remains; expect continuation down",short perp,5d,567,53.0,2021-02-01,2026-09-12,73.37706153030386,225,35.0,-0.01841703285282163,-0.015035313549942786,-0.0011992550493279792,-0.023075152928779194,-0.0459050189712533,-0.003018759233423255,0.0025888515362900728,0.5288888888888889,-2.0722567526403166,0.04589361167567915,0.04602301150575288,0.03824150327601905,-0.08236936577582754,0.08912931478619268,340,31.0,-0.049770960043763385,-0.03969588958505506,-0.0007983031905963026,-0.04833715591624482,-0.08861830885496853,-0.011910019135212146,-0.009123689273930232,0.4676470588235294,-2.5747805291813277,0.015206636914185407,0.016508254127063533,0.010030371014760009,-0.09774368836865877,0.08165889340108234,565.0,66.0,-0.03728488284383082,-0.029875306208240436,-0.0009579742847814839,-0.038277066230970894,-0.06168683609030139,-0.013939013572531805,-0.003476929049525992,0.4920353982300885,-3.1419871338385934,0.00252690597127247,0.0025012506253126563,0.0016780540955392276,-0.09170322630741157,0.08355877078330642,-308.33280493021914,True,0.16666666666666666,"{2021: -0.0508, 2022: -0.0386, 2023: 0.0008, 2024: -0.0849, 2025: -0.0463, 2026: -0.0187}","{'bear': (-0.0288, 221), 'bull': (-0.0443, 346)}","{'low': (-0.0379, 346), 'mid': (-0.0398, 151), 'high': (-0.037, 70)}",,,0.3518510228468735,False,0.38736034684008674,0.2603990931240303,0.12684760375292536,False,0.1311655827913957,0.11155044446541185,23
Q3_short_liq_squeeze_OI_reset_short,liquidation,Short liquidations >= +2 sd AND OI fell: squeeze fuel spent; expect fade,short perp,5d,248,47.0,2021-02-23,2026-09-07,71.77946729978024,96,18.0,-0.022136142750813177,-0.006804510728914069,-0.001799128220170406,-0.015096142701228213,-0.04247979613858776,0.015074265978707263,-0.0020669578769753256,0.4791666666666667,-1.104445438865325,0.28478758537206084,0.2801400700350175,0.2693999591664127,-0.09477206692026496,0.08354229844320377,152,26.0,-0.04909570048738946,-0.02895820139362405,-0.0012405616208673409,-0.03778809523763091,-0.06595770330524255,-0.001251798019300099,-0.020644386539947643,0.34868421052631576,-1.9271783589130138,0.06539481760361064,0.10205102551275638,0.05395740599324217,-0.12638263792509596,0.04916991166238155,248.0,44.0,-0.038659742653876054,-0.02038257920083309,-0.0014567809496298177,-0.02900411361063631,-0.054264527124294096,0.00019997783306824807,-0.012375551085215979,0.39919354838709675,-2.0468519370648144,0.04681552806057577,0.04302151075537769,0.040672624392096735,-0.11331842977340045,0.06450549688642021,-218.3936015046291,True,0.16666666666666666,"{2021: -0.0157, 2022: -0.0112, 2023: -0.0192, 2024: -0.0385, 2025: -0.0549, 2026: 0.0075}","{'bear': (-0.0338, 162), 'bull': (-0.0199, 86)}","{'low': (-0.0328, 150), 'mid': (-0.0148, 59), 'high': (-0.0358, 39)}",,,0.5458428719631166,False,0.593069261903679,0.5387999183328254,0.2200986870484394,False,0.3353105123990567,0.1978438219752213,23
Q4_short_liq_OI_rebuild_long,liquidation,Short liquidations >= +2 sd with OI rising: new longs adding into squeeze; expect continuation up,long perp,5d,1811,53.0,2021-02-01,2026-09-14,72.47388027421657,718,35.0,0.02438038233403741,0.01666567376889945,0.0006097218606328656,0.010381939677533446,-0.0020833408180408247,0.02458045186734616,-0.014149773703766057,0.4331476323119777,1.5402099834558256,0.1327655910714975,0.15157578789394696,0.1235091771661676,-0.07076166783049875,0.08705203659934968,1088,33.0,0.030671963933870786,0.02612997284593192,0.0011532175175357861,0.019642579217204633,0.0016647620251814398,0.034838423780505993,-0.015443515105506376,0.41911764705882354,2.2640946692281783,0.030481386932014378,0.03701850925462731,0.023568292785799416,-0.06995632737866958,0.07574978572365254,1806.0,68.0,0.0281706596212017,0.022367311308108383,0.0009371433859431522,0.015960885313835913,0.004211648055500468,0.027562847619383303,-0.015208350445270781,0.42469545957918053,2.68982312064953,0.009014857306372451,0.007503751875937969,0.0071489900042105425,-0.07031394346157505,0.07870338720663483,233.04454694051535,True,0.8333333333333334,"{2021: 0.0467, 2022: -0.001, 2023: 0.0021, 2024: 0.0235, 2025: 0.03, 2026: 0.0067}","{'bear': (-0.0002, 911), 'bull': (0.0324, 900)}","{'low': (0.0177, 1020), 'mid': (0.0136, 498), 'high': (0.0139, 293)}",,,0.43622979923492033,False,0.58104052026013,0.3881716996650982,0.14021437988726615,False,0.14190428547607134,0.1296256103218968,23
U1_control_price_up_1sd_long,control,CONTROL: day return >= +1 sd on assets with OI data; measures plain momentum/reversal,long measured,5d,6238,55.0,2021-02-01,2026-09-14,71.5109680028488,2424,35.0,0.014685640234890539,0.010411619283192718,-0.00024220708671567683,0.003428524352672941,-0.00745544201554137,0.015245048312805976,-0.012868427790994473,0.4174917491749175,0.5283023890692936,0.6007211268625728,0.6293146573286643,0.5972894737085568,-0.06530022342215391,0.06861909089837381,3790,33.0,0.008467118931905333,0.009022023141745486,0.00081882998419886,0.002272443384060655,-0.00805811470938864,0.012886262933834849,-0.018989338433047252,0.3955145118733509,0.41769099537417076,0.6789625150361831,0.6913456728364182,0.6761730567699715,-0.06876435594167696,0.06353954853813926,6214.0,68.0,0.010892882632973265,0.009564086393574917,0.00040493332184018006,0.0027234154258881714,-0.006296760577765129,0.010767021813660458,-0.016515073103223293,0.4040875442549083,0.6576724750462625,0.5130018662812779,0.5332666333166584,0.5107486128378067,-0.06754081309478938,0.0652122408733985,99.69019715415098,True,0.5,"{2021: 0.0275, 2022: -0.0022, 2023: -0.0092, 2024: 0.0055, 2025: -0.0065, 2026: 0.0095}","{'bear': (-0.0022, 2811), 'bull': (0.0068, 3427)}","{'low': (-0.0032, 3733), 'mid': (0.0139, 1731), 'high': (0.0061, 774)}",,,,False,,,,False,,,23
U2_control_price_down_1sd_long,control,CONTROL: day return <= -1 sd on assets with OI data; measures plain reversal,long measured,5d,6247,55.0,2021-02-01,2026-09-14,71.97823112692248,2425,35.0,0.014198451358521812,0.010454582664153415,0.0004518322779832871,0.00412294086290267,-0.004160985493448186,0.013821117398271325,-0.007112178447336346,0.4437113402061856,0.7707842505522389,0.44615829540790164,0.4517258629314657,0.44083482396752594,-0.05913978494623662,0.06342034805890218,3803,33.0,-0.0028145750687400602,-0.0010151744597730488,0.0010330158715845708,-0.007580441300470783,-0.015534710318752117,0.001681083676095234,-0.018321005550633485,0.376544833026558,-1.5966011365531327,0.12018433813044452,0.13656828414207103,0.11035464542432893,-0.07304270462633444,0.057532003572491774,6228.0,68.0,0.00380979697463021,0.00345081157515336,0.000806720076067051,-0.0030234885473910426,-0.009338855200843155,0.003599873777587614,-0.014058248005626632,0.4026974951830443,-0.8429327397073624,0.4022652763494261,0.408704352176088,0.3992660617902686,-0.06732851550175606,0.05936302965513307,42.57531651220411,False,0.3333333333333333,"{2021: 0.0191, 2022: 0.001, 2023: -0.0022, 2024: -0.0072, 2025: -0.0069, 2026: -0.0089}","{'bear': (-0.0001, 2982), 'bull': (-0.0058, 3265)}","{'low': (-0.0022, 3947), 'mid': (-0.006, 1597), 'high': (-0.0009, 703)}",,,,False,,,,False,,,23
O1_price_up_OI_up,oi_price,new longs chasing: fragile continuation (measured as LONG; negative mean = short edge),long measured,5d,3579,55.0,2021-02-02,2026-09-14,71.75362819920937,1272,35.0,0.016832191376488143,0.01868727039916195,-0.0002657431536530483,0.011728433049883816,-0.0009255101516993799,0.02431176995128225,-0.014270691940415265,0.42845911949685533,1.6072889780141746,0.11723945022639679,0.12706353176588295,0.10799099101024079,-0.07293174103737232,0.0777848209264107,2291,33.0,0.016980462329963343,0.016776997400781354,0.0010161753022003876,0.010250943520111772,-0.002634479174998935,0.022192175177399524,-0.015883971537514467,0.42077695329550413,1.5216517348640304,0.13791768554544104,0.14307153576788395,0.12809636718643524,-0.07106963388370424,0.069833923223523,3563.0,68.0,0.01692752922504601,0.017458969686478833,0.000558527175384342,0.010778411014321717,2.852401358415202e-05,0.020456204890367403,-0.015363190424618936,0.4235195060342408,2.1502430650415882,0.03514866071801672,0.032016008004002,0.03153599334026547,-0.07203177197585564,0.07252396166134178,180.17496861863177,True,0.8333333333333334,"{2021: 0.0444, 2022: -0.0049, 2023: 0.0037, 2024: 0.0143, 2025: 0.0061, 2026: 0.0107}","{'bear': (0.0031, 1549), 'bull': (0.0167, 2030)}","{'low': (0.0049, 2087), 'mid': (0.0221, 1003), 'high': (0.0125, 489)}",,,0.43622979923492033,False,0.58104052026013,0.3881716996650982,0.39651334594314297,False,0.4113306653326664,0.4025885825859393,23
O2_price_up_OI_down,oi_price,short covering: weaker continuation (measured as LONG; negative mean = short edge),long measured,5d,86,32.0,2021-02-01,2026-09-03,74.05763918389712,34,16.0,0.01696835174340085,0.007526690000962646,0.0025720998596391923,0.0036211621303547763,-0.041079869568555395,0.06357938258040077,-0.02054397932107658,0.29411764705882354,0.14485037306658308,0.8867573782142248,0.8849424712356178,0.8848290096300138,-0.06161423791317011,0.05920924181138665,52,19.0,0.005018107692655875,0.0032817811259462917,-0.00022366147460991547,-0.005608231778600156,-0.02507631540246186,0.013730804913204367,-0.01950808456125712,0.34615384615384615,-0.5322862722929741,0.6010371330684494,0.6098049024512256,0.5945277385539223,-0.04867682024320191,0.0440023579738551,86.0,35.0,0.009742622782485283,0.004960000913743453,0.0008816395180001971,-0.001959401628548202,-0.022848140390120668,0.02295688807834957,-0.01950808456125712,0.32558139534883723,-0.16978375494109207,0.866186416841113,0.8704352176088044,0.8651802031125062,-0.05441412090022074,0.04745812280700634,58.41640431743651,False,0.3333333333333333,"{2021: 0.0828, 2022: -0.0452, 2023: -0.0134, 2024: -0.0055, 2025: -0.017, 2026: 0.0001}","{'bear': (-0.0113, 38), 'bull': (0.0055, 48)}","{'low': (-0.0099, 59), 'mid': (0.0264, 21), 'high': (-0.0234, 6)}",,,0.9270645317694168,False,0.9340579380599391,0.9269637243743002,0.7569003471939032,False,0.7775466680708775,0.7567736859187806,23
O3_price_down_OI_up,oi_price,"new shorts: squeeze fuel, rebound (measured as LONG; negative mean = short edge)",long measured,5d,177,40.0,2021-09-21,2026-09-01,74.05316286796679,73,21.0,-0.0026577884440453087,-0.0004507607846359337,0.005551437625284116,-0.0017540452261338047,-0.02200828341870396,0.02298101868357822,-0.007520335132276624,0.4383561643835616,-0.1489727170523019,0.8830670626507761,0.8934467233616809,0.8815751613445886,-0.06353722143195828,0.04455132876645762,104,30.0,-0.00817914659832432,-0.014853997519421663,0.003618136857378318,-0.019234028876520495,-0.0338287471927383,-0.003675459068028798,-0.0217030322072503,0.3269230769230769,-2.5440460609892592,0.016545339619946788,0.027013506753376687,0.0109576634029378,-0.055847182631715064,0.04676730084484104,177.0,51.0,-0.005901976286107553,-0.008913679544058056,0.004415486891599353,-0.012024770082858188,-0.024347953543799747,0.0011800984851181643,-0.015971074757460204,0.3728813559322034,-1.8071157542161618,0.0767628712946666,0.08104052026013006,0.07074423275648001,-0.05876431357745049,0.046621621621621756,-44.98192652458704,True,0.3333333333333333,"{2021: 0.0354, 2022: 0.0294, 2023: -0.0194, 2024: -0.0168, 2025: -0.0065, 2026: -0.0267}","{'bear': (-0.0059, 105), 'bull': (-0.021, 72)}","{'low': (-0.013, 122), 'mid': (-0.0067, 41), 'high': (-0.019, 14)}",,,0.9270645317694168,False,0.9340579380599391,0.9269637243743002,0.12684760375292536,False,0.1311655827913957,0.11155044446541185,23
O4_price_down_OI_down,oi_price,long capitulation: rebound (measured as LONG; negative mean = short edge),long measured,5d,3367,54.0,2021-02-06,2026-09-14,71.71682994991181,1331,35.0,0.01049687080896189,0.00968390706717356,0.00038098927722300164,0.003365409595863667,-0.007102126913212156,0.016746467156792694,-0.008892752523492083,0.44102178812922616,0.5077208506678119,0.6149271560867444,0.6053026513256629,0.6116491237688,-0.06332652740694211,0.06731317741015408,2024,33.0,-0.004717371122306298,0.0010996522229798405,0.001217798415110097,-0.005301151742430747,-0.01730951938726976,0.009832311926879462,-0.018354213134658154,0.38389328063241107,-0.7505810149554046,0.458388828934581,0.4752376188094047,0.4529048503020312,-0.08524544900377495,0.06068559258061035,3355.0,68.0,0.0013184428897705907,0.004505209062807513,0.0008858183964729218,-0.0018629421623205036,-0.010377176421685529,0.007230925393259127,-0.013971726929410922,0.4065573770491803,-0.3733771760499888,0.7100465426222526,0.7188594297148574,0.7088677441417781,-0.07751879699248132,0.06361226808027265,53.91027459280434,False,0.16666666666666666,"{2021: 0.0152, 2022: -0.0012, 2023: -0.0002, 2024: -0.0022, 2025: -0.0027, 2026: -0.0125}","{'bear': (0.0007, 1458), 'bull': (-0.0039, 1909)}","{'low': (0.0007, 2249), 'mid': (-0.0078, 755), 'high': (-0.0059, 363)}",,,0.8590927925933837,False,0.8575169937910132,0.8684725155154722,0.6589339415934602,False,0.6831540770385193,0.6642604471096457,23
X1_crowded_long_reversal,interaction,Top-decile funding + OI 7d build >= 1 sd + 3d price >= +2 sd: crowded late longs; expect reversal,short perp,5d,46,20.0,2021-03-09,2026-08-31,72.28048237480581,25,14.0,-0.08322893150967664,-0.07198543440049116,0.0035321889725692733,-0.07518387223031203,-0.18367853394553021,0.006032624470038834,-0.025168135046737025,0.4,-1.4287196078644155,0.1766699205470068,0.19409704852426213,0.15308483979878607,-0.13919627256843325,0.10103950103950099,21,13.0,-0.31465970232743573,-0.29102699799592974,0.0053201898339976855,-0.29414750511480225,-0.6491979326313648,-0.06331519738398536,-0.06757317697368427,0.2857142857142857,-2.014010522798268,0.0669865569277859,0.028514257128564282,0.04400842871194799,-0.21600558334302677,0.11238136659469711,46.0,27.0,-0.18888210949169704,-0.1719826699549305,0.0043484502353952886,-0.17514553072105757,-0.33607855619220656,-0.05433476495016449,-0.02954014012119465,0.34782608695652173,-2.297475642684041,0.029891552325024804,0.003501750875437719,0.021591650999877254,-0.14855733386019987,0.10521052881928095,-1676.3421971953521,True,0.16666666666666666,"{2021: -0.0889, 2022: -0.438, 2023: -0.0021, 2024: -0.2889, 2025: 0.0776, 2026: -0.4617}","{'bear': (-0.359, 11), 'bull': (-0.1174, 35)}","{'low': (-0.2375, 24), 'mid': (-0.0995, 16), 'high': (-0.1275, 6)}",,,0.5079260215726445,False,0.593069261903679,0.4209833094466617,0.2200986870484394,False,0.1311655827913957,0.19363708633257115,23
X2_short_squeeze_continuation,interaction,Negative funding + short liquidations >= 1 sd + OI falling: shorts forced out; short-horizon continuation up,long perp,3d,427,50.0,2021-02-23,2026-09-03,70.47374710151246,212,28.0,0.0014528728006155856,0.004415588684532845,0.0022403805548485618,-0.0001084518185144183,-0.016735798096480625,0.017354485522511297,-0.004454991988293983,0.46226415094339623,-0.011765582729260928,0.9906991468966968,0.991495747873937,0.9906126397723565,-0.06519384367004522,0.06642439789100951,215,30.0,0.033922239194760465,0.014712199843089859,0.0023333796949765767,0.0095014040679438,-0.012037307679731019,0.03332008121994337,-0.006893045889234889,0.44651162790697674,0.8397798637844093,0.4079019636347423,0.4337168584292146,0.401031825583547,-0.05240174672489084,0.06840788570428136,427.0,58.0,0.017801617003756452,0.009600065029005346,0.002287206819784213,0.004730234400662436,-0.007963102802833858,0.020433066867448123,-0.006247860620019445,0.45433255269320844,0.6486189071458169,0.5191894468179429,0.4897448724362181,0.5165847315118852,-0.057923497267759694,0.06830941983780403,118.87271848789561,False,0.6666666666666666,"{2021: 0.0292, 2022: 0.0017, 2023: -0.0162, 2024: -0.0138, 2025: 0.0155, 2026: 0.0217}","{'bear': (0.0059, 320), 'bull': (0.0012, 107)}","{'low': (0.0076, 224), 'mid': (-0.0114, 124), 'high': (0.0221, 79)}",,,0.9906991468966969,False,0.991495747873937,0.9906126397723565,0.6407868202185923,False,0.6673336668334167,0.6468552374898214,23
X3_capitulation_rebound,interaction,Long liquidations >= 2 sd + OI reset <= -1 sd + funding <= 0: capitulation; expect rebound,long perp,5d,483,49.0,2021-02-22,2026-09-10,71.6237022031269,195,26.0,0.014225814627358314,0.009130905533671753,0.0022448577577871137,0.0046342115702753105,-0.01906951292190666,0.03169629766789008,-0.006132875722552286,0.4564102564102564,0.3388163644293532,0.7375774447353023,0.8139069534767384,0.73474807265948,-0.08381115042088572,0.09085328422345018,287,25.0,-0.0013753043934789711,0.008220500285572174,0.0018294306599498582,0.002415034738299944,-0.02042959485379863,0.029032425607918078,-0.0016410686398465315,0.4878048780487805,0.19151261741729164,0.8497350261872277,0.8614307153576788,0.8481239962203206,-0.09272639691714846,0.06268958543983816,482.0,51.0,0.004936351641922005,0.008588817761463082,0.0019974976393653454,0.0033128344939746244,-0.01439178280977914,0.023384244848889825,-0.002940926620741075,0.475103734439834,0.35824186166947863,0.7216704153669735,0.7178589294647324,0.7201623221886928,-0.08838154262016712,0.06902898993304318,105.86315400828428,True,0.5,"{2021: 0.0226, 2022: -0.0005, 2023: -0.0022, 2024: 0.0084, 2025: 0.0088, 2026: -0.0075}","{'bear': (-0.0007, 307), 'bull': (0.0103, 176)}","{'low': (0.0138, 356), 'mid': (-0.0387, 78), 'high': (-0.007, 49)}",,,0.8928569067848396,False,0.9340579380599391,0.8980254221393644,0.8681158066968715,False,0.8669334667333667,0.8669919171758299,23
X4_funding_despite_reversal_OI,interaction,Top-decile funding + 3d price <= -1 sd + OI not falling: trapped longs adding; continuation down,short perp,5d,85,33.0,2021-05-14,2026-09-11,79.4484735918204,41,22.0,0.04402413599306333,0.020763252159773805,0.0005344274263296914,0.013988219293611985,-0.016208507132458,0.042982519887544875,0.0348990671776767,0.6097560975609756,0.8960395161089453,0.38038850465382,0.39619809904952474,0.37023165862366136,-0.05080165735903441,0.15096379030805263,43,22.0,-0.01869260127756137,-0.009616108616538149,0.001360938824817009,-0.01710137277307807,-0.10023801868204013,0.04252235440716643,0.0023410346767175245,0.5116279069767442,-0.44879814890334874,0.6581742149512202,0.6923461730865432,0.6535772742025832,-0.05405642193797089,0.13001577010688625,84.0,44.0,0.011919139533100682,0.00521191271475697,0.0009575225469839134,-0.0019266909310031622,-0.04202219583835652,0.03611123414378162,0.010093191173056137,0.5595238095238095,-0.0939554661798254,0.9255809739801808,0.9394697348674337,0.9251445330211245,-0.05094719271360071,0.13181206493629738,61.694352617408896,False,0.6666666666666666,"{2021: 0.0321, 2022: -0.0049, 2023: 0.0423, 2024: -0.0918, 2025: 0.0175, 2026: 0.0411}","{'bear': (-0.0025, 52), 'bull': (-0.001, 33)}","{'low': (-0.0269, 38), 'mid': (0.0239, 33), 'high': (0.007, 14)}",,,0.6249239719312758,False,0.6771957407275065,0.6265458838246578,0.7569003471939032,False,0.7961980990495248,0.7567736859187806,23
F1c_delta_neutral_carry,funding,,,,977,,,,,348,,,,0.009673995660919539,-0.0035212207183908046,-0.00811249546331044,0.0023004769241578007,,0.27298850574712646,-1.236385960608664,0.22696297613456778,0.28214107053526766,,,,629,,,,0.007900819618441971,-0.007697063259141494,-0.009562629196896336,-0.005798640567111043,,0.1478537360890302,-7.619685369113054,1.6928317099338733e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003490252906976744,0.0005454906720000001,0.5220148451095059,False,0.593069261903679,,3.8935129328479085e-07,True,0.0,,23
