decision_date,next_date,basket_hash,basket_members,n_valid,coverage,F_tk,label_v0_0,label_v0_1,p_v0_0,p_v0_1,r_alts,r_maj_weighted,y,r_btc,r_eth,funding_pct_rank,funding_regime,btcd_index_decision,sma_30,BTCDOM_Trend,is_mrf_active,y_filtered,y_gated,F_tk_apr
2024-02-26,2024-03-04,"ADA,APT,ARB,ATOM,BCH,DOT,ETC,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LDO,LINK,LTC,NEAR,OP,RENDER,SEI,STETH,STX,TAO,TIA,UNI,VET,XLM,XMR,XRP","STETH,XRP,ADA,LINK,DOT,UNI,ICP,BCH,LTC,IMX,FIL,ATOM,KAS,ETC,NEAR,STX,OP,HBAR,TAO,APT,XLM,VET,INJ,LDO,TIA,GRT,RENDER,ARB,XMR,SEI",27,90.0,0.0002586433333333,Green,,95.65217391304348,,0.1419728208143008,0.1888779287773035,0.045838295462994,0.2183731392683872,0.1200557709647751,0.9743589743589745,Q4: High,,,Falling,False,0.0,0.0,9.44048166666545
2024-03-04,2024-03-11,"ADA,APT,ARB,ATOM,BCH,DOT,ETC,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LDO,LINK,LTC,NEAR,OP,PEPE,RENDER,STETH,STX,TAO,TIA,UNI,VET,XLM,XMR,XRP","XRP,STETH,ADA,DOT,LINK,UNI,BCH,LTC,ICP,FIL,ETC,ATOM,IMX,NEAR,STX,APT,TAO,OP,XLM,KAS,HBAR,INJ,VET,GRT,LDO,RENDER,TIA,XMR,ARB,PEPE",26,86.66666666666667,0.0005562871978021,Green,,100.0,,0.0787735575019688,0.1012969161858652,0.0222734533525113,0.0955156990437775,0.1147864228507364,1.0,Q4: High,,,Falling,False,0.0,0.0,20.30448271977665
2024-03-11,2024-03-18,"ADA,APT,ATOM,BCH,DOGE,DOT,ETC,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,PEPE,RENDER,SOL,STETH,STX,TAO,THETA,TRX,UNI,VET,XLM,XRP","SOL,STETH,XRP,ADA,DOGE,DOT,LINK,TRX,UNI,BCH,LTC,ICP,NEAR,FIL,ETC,ATOM,IMX,APT,OP,TAO,RENDER,STX,HBAR,GRT,XLM,PEPE,INJ,VET,KAS,THETA",26,86.66666666666667,0.000424341043956,Green,,98.55072463768116,,-0.0250643047337179,-0.025434112881731,-0.000369876543909,-0.0094136076404169,-0.0628152917781306,0.975609756097561,Q4: High,,,Falling,False,0.0,0.0,15.488448104393997
2024-03-18,2024-03-25,"ADA,APT,ATOM,BCH,DOGE,DOT,ETC,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,PEPE,RENDER,SOL,STETH,STX,TAO,THETA,TRX,UNI,VET,XLM,XRP","SOL,STETH,XRP,ADA,DOGE,DOT,TRX,LINK,UNI,NEAR,BCH,LTC,ICP,APT,RENDER,FIL,ATOM,ETC,TAO,IMX,GRT,STX,HBAR,XLM,INJ,OP,PEPE,KAS,THETA,VET",26,86.66666666666667,0.0003837607142857,Green,,97.10144927536231,,-0.0011433294782261,-0.0269655880970111,-0.0261615059704753,-0.0162868194170004,-0.051882715017036,0.9523809523809524,Q4: High,,,Falling,False,0.0,0.0,14.00726607142805
2024-03-25,2024-04-01,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,PEPE,RENDER,SOL,STETH,STX,TAO,TRX,UNI,VET,XLM,XRP","SOL,XRP,STETH,DOGE,ADA,DOT,LINK,TRX,BCH,UNI,NEAR,ICP,LTC,APT,STX,FIL,ETC,ATOM,ARB,IMX,RENDER,TAO,XLM,OP,HBAR,GRT,KAS,PEPE,INJ,VET",26,86.66666666666667,0.0001644754395604,Green,,91.30434782608695,,0.0620473061264575,0.05747778414969,-0.0045799941563966,0.0584743823578293,0.0551523883306985,0.813953488372093,Q4: High,,,Falling,False,0.0,0.0,6.003353543954599
2024-04-01,2024-04-08,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FIL,GRT,HBAR,ICP,IMX,INJ,LINK,LTC,NEAR,OP,PEPE,RENDER,SOL,STETH,STX,TAO,TRX,UNI,VET,WIF,XLM,XRP","SOL,STETH,XRP,DOGE,ADA,BCH,DOT,LINK,TRX,UNI,ICP,LTC,NEAR,APT,STX,FIL,ETC,ATOM,WIF,ARB,IMX,RENDER,XLM,HBAR,OP,GRT,PEPE,TAO,VET,INJ",26,86.66666666666667,0.000434978076923,Green,,99.27536231884058,,-0.083111768525639,-0.0338753239934576,0.0480627039507604,-0.0258955336921261,-0.0524948346965644,0.9772727272727272,Q4: High,,,Falling,False,0.0,0.0,15.876699807689501
2024-04-08,2024-04-15,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,PEPE,RENDER,SOL,STETH,STX,TAO,TRX,UNI,WIF,XLM,XRP","SOL,STETH,XRP,DOGE,ADA,BCH,DOT,TRX,LINK,UNI,ICP,LTC,NEAR,APT,ETC,STX,FIL,ATOM,ARB,IMX,WIF,XLM,RENDER,TAO,HBAR,KAS,OP,GRT,INJ,PEPE",26,86.66666666666667,0.0001448335714285,Green,,88.40579710144928,,-0.1948577406118493,-0.0624995993532358,0.1243023089473666,-0.0525822735586044,-0.0856400262073758,0.7333333333333333,Q3: Neutral,,,Falling,False,0.0,0.0,5.28642535714025
2024-04-15,2024-04-22,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,RENDER,SOL,STETH,STX,TAO,TRX,UNI,VET,WIF,XLM,XRP","SOL,STETH,XRP,DOGE,ADA,BCH,TRX,DOT,LINK,NEAR,ICP,LTC,UNI,APT,STX,ETC,TAO,RENDER,FIL,ATOM,XLM,ARB,VET,IMX,WIF,HBAR,KAS,GRT,INJ,OP",28,93.33333333333331,7.043829081632654e-05,YellowGreen,,66.66666666666666,,0.0215275078870632,-0.0096915865262292,-0.0317167962823381,-0.0124137835629444,-0.0033397934405604,0.4347826086956521,Q2: Weak,,,Falling,False,0.0,0.0,2.5709976147959184
2024-04-22,2024-04-29,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,RENDER,SOL,STETH,STX,TAO,TRX,UNI,VET,WIF,XLM,XRP","SOL,STETH,XRP,DOGE,ADA,BCH,TRX,DOT,LINK,ICP,NEAR,LTC,UNI,APT,STX,ETC,FIL,RENDER,ATOM,XLM,IMX,HBAR,ARB,TAO,VET,WIF,KAS,GRT,OP,INJ",28,93.33333333333331,1.845714285714286e-05,Orange,,30.434782608695656,,-0.0371759074325283,-0.0098348891555409,0.0269739286791109,-0.0293515891063832,0.0357040773964245,0.1914893617021276,Q1: Negative/Low,,,Falling,False,0.0,0.0,0.6736857142857143
2024-04-29,2024-05-06,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FIL,GRT,HBAR,ICP,IMX,KAS,LINK,LTC,NEAR,OP,PEPE,RENDER,SOL,STETH,STX,TAO,TRX,UNI,VET,WIF,XLM,XRP","SOL,STETH,XRP,DOGE,ADA,TRX,BCH,DOT,LINK,NEAR,ICP,LTC,UNI,ETC,APT,HBAR,STX,XLM,FIL,ATOM,RENDER,IMX,PEPE,ARB,VET,TAO,OP,KAS,WIF,GRT",27,90.0,1.0683756613756611e-05,Orange,,25.36231884057971,,0.0430631294066878,-0.000435231415407,-0.0444727763783579,0.0155413024981603,-0.0377138105470642,0.1666666666666666,Q1: Negative/Low,,,Falling,False,0.0,0.0,0.38995711640211633
2024-05-06,2024-05-13,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,EZETH,FET,FIL,GRT,HBAR,ICP,IMX,LINK,LTC,NEAR,OP,PEPE,RENDER,SOL,STETH,STX,TAO,TRX,UNI,WIF,XLM,XRP","SOL,STETH,XRP,DOGE,ADA,TRX,DOT,BCH,LINK,NEAR,LTC,ICP,FET,UNI,ETC,APT,HBAR,RENDER,ATOM,PEPE,FIL,STX,IMX,WIF,XLM,EZETH,TAO,OP,ARB,GRT",26,86.66666666666667,1.419445054945055e-05,Orange,,26.811594202898554,,-0.0602722675730241,-0.04700445240401,0.0131805685765161,-0.0391025513149201,-0.0654422216118865,0.1836734693877551,Q1: Negative/Low,,,Falling,False,0.0,0.0,0.518097445054945
2024-05-13,2024-05-20,"ADA,APT,AR,ARB,ATOM,BCH,DOGE,DOT,ETC,EZETH,FET,FIL,HBAR,ICP,IMX,KAS,LINK,LTC,NEAR,OP,PEPE,RENDER,SOL,STETH,STX,TRX,UNI,WIF,XLM,XRP","SOL,XRP,STETH,DOGE,ADA,TRX,DOT,BCH,LINK,NEAR,LTC,FET,ICP,UNI,RENDER,ETC,HBAR,PEPE,APT,ATOM,IMX,FIL,XLM,WIF,STX,KAS,EZETH,AR,ARB,OP",26,86.66666666666667,4.761115384615385e-05,Yellow,,55.072463768115945,,0.0333152667998618,0.0683389004144394,0.034424260866851,0.0771563305808273,0.0477648966928674,0.38,Q2: Weak,,,Falling,False,0.0,0.0,1.7378071153846157
2024-05-20,2024-05-27,"ADA,APT,AR,ARB,ATOM,BCH,DOGE,DOT,ETC,EZETH,FET,FIL,GRT,HBAR,ICP,IMX,KAS,LINK,LTC,NEAR,OP,PEPE,RENDER,SOL,STETH,STX,TRX,UNI,XLM,XRP","SOL,STETH,XRP,DOGE,ADA,TRX,LINK,BCH,DOT,NEAR,LTC,ICP,UNI,FET,ETC,HBAR,RENDER,PEPE,APT,IMX,ATOM,AR,FIL,XLM,EZETH,KAS,GRT,STX,OP,ARB",26,86.66666666666667,6.119521978021978e-05,YellowGreen,,61.59420289855072,,0.0825543434436595,0.0974817282670446,0.0148170678885703,0.0340532247577727,0.2454815697886792,0.4313725490196078,Q2: Weak,,,Falling,False,0.0,0.0,2.233625521978022
2024-05-27,2024-06-03,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,EZETH,FET,FIL,GRT,HBAR,ICP,IMX,KAS,LINK,LTC,NEAR,PEPE,RENDER,SOL,STETH,STX,TAO,TRX,UNI,WIF,XLM,XRP","SOL,STETH,XRP,DOGE,ADA,DOT,LINK,TRX,BCH,NEAR,UNI,PEPE,LTC,FET,ICP,ETC,APT,RENDER,HBAR,EZETH,IMX,KAS,ATOM,FIL,ARB,XLM,GRT,TAO,WIF,STX",26,86.66666666666667,8.689159340659343e-05,YellowGreen,,76.81159420289855,,-0.0372864309288482,-0.0113505992358419,0.0256052025831866,-0.0112221182888341,-0.0116503881121935,0.5576923076923077,Q3: Neutral,,,Falling,False,0.0,0.0,3.1715431593406604
2024-06-03,2024-06-10,"ADA,APT,AR,ARB,ATOM,BCH,DOGE,DOT,ETC,EZETH,FET,FIL,GRT,HBAR,ICP,IMX,KAS,LINK,LTC,NEAR,PEPE,RENDER,SOL,STETH,TRX,UNI,WIF,XLM,XMR,XRP","SOL,STETH,XRP,DOGE,ADA,LINK,TRX,DOT,BCH,NEAR,UNI,LTC,PEPE,ICP,FET,ETC,APT,RENDER,EZETH,HBAR,KAS,FIL,ATOM,ARB,IMX,WIF,XLM,AR,GRT,XMR",26,86.66666666666667,0.0001149695054945,Green,YellowGreen,86.23188405797102,71.15384615384616,-0.0410487021544452,0.0138436963732942,0.0534387698096659,0.0282572092968573,-0.0197878337816863,0.7115384615384616,Q3: Neutral,,,Falling,False,0.0,0.0,4.1963869505492495
2024-06-10,2024-06-17,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,EZETH,FET,FIL,FLOKI,HBAR,ICP,IMX,KAS,LINK,LTC,NEAR,PEPE,RENDER,SOL,STETH,STX,TRX,UNI,WIF,XLM,XMR,XRP","SOL,STETH,XRP,DOGE,ADA,TRX,LINK,BCH,DOT,UNI,NEAR,LTC,PEPE,ICP,FET,KAS,ETC,APT,EZETH,RENDER,FIL,STX,HBAR,XMR,ATOM,IMX,XLM,ARB,WIF,FLOKI",25,83.33333333333334,0.0001132226285714,Green,YellowGreen,85.5072463768116,69.23076923076923,-0.0656351036131231,-0.0376115943537884,0.0276380357007973,-0.0436244279467068,-0.0235816493036454,0.6923076923076923,Q3: Neutral,,,Falling,False,0.0,0.0,4.132625942856101
2024-06-17,2024-06-24,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,EZETH,FET,FIL,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,PEPE,RENDER,SOL,STETH,STX,TRX,UNI,WIF,XLM,XMR,XRP","SOL,STETH,XRP,DOGE,ADA,TRX,LINK,UNI,DOT,BCH,NEAR,LTC,PEPE,ICP,KAS,ETC,FET,EZETH,APT,XMR,RENDER,HBAR,FIL,XLM,ATOM,STX,ARB,WIF,IMX,INJ",26,86.66666666666667,7.370192307692309e-05,YellowGreen,Yellow,71.01449275362319,50.0,-0.1169035943910909,-0.0523066546423495,0.0625962671973831,-0.0509517831417509,-0.0554680214770795,0.5,Q2: Weak,,,Falling,False,0.0,0.0,2.6901201923076927
2024-06-24,2024-07-01,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,EZETH,FET,FIL,HBAR,ICP,IMX,KAS,LINK,LTC,NEAR,PEPE,RENDER,SOL,STETH,STX,SUI,TRX,UNI,VET,XLM,XMR,XRP","SOL,STETH,XRP,DOGE,ADA,TRX,LINK,DOT,BCH,UNI,NEAR,LTC,PEPE,ICP,KAS,FET,EZETH,ETC,APT,XMR,RENDER,HBAR,XLM,ATOM,ARB,FIL,STX,IMX,SUI,VET",26,86.66666666666667,3.005467032967033e-05,Orange,Orange,38.40579710144928,26.923076923076923,0.0431045475988058,-0.0038538243871084,-0.0480966952597974,-0.0077025164448681,0.0051264570809976,0.2884615384615384,Q2: Weak,,,Falling,False,0.0,0.0,1.0969954670329671
2024-07-01,2024-07-08,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,EZETH,FET,FIL,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,PEPE,RENDER,SOL,STETH,STX,TRX,UNI,WIF,XLM,XMR,XRP","SOL,STETH,XRP,DOGE,ADA,TRX,LINK,DOT,BCH,UNI,NEAR,LTC,PEPE,KAS,ICP,FET,ETC,EZETH,APT,XMR,RENDER,HBAR,XLM,ATOM,ARB,STX,FIL,IMX,INJ,WIF",26,86.66666666666667,4.116659340659341e-05,Yellow,Orange,49.275362318840585,30.76923076923077,-0.163016601940198,-0.1207288579800701,0.0414180510449874,-0.1092545578638128,-0.1475022249180039,0.3269230769230769,Q2: Weak,,,Falling,False,0.0,0.0,1.5025806593406597
2024-07-08,2024-07-15,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,EZETH,FET,FIL,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,PEPE,RENDER,SOL,STETH,STX,TRX,UNI,VET,XLM,XMR,XRP","SOL,STETH,XRP,DOGE,ADA,TRX,DOT,LINK,BCH,UNI,NEAR,LTC,KAS,PEPE,ICP,EZETH,ETC,FET,XMR,APT,RENDER,XLM,HBAR,ATOM,ARB,FIL,STX,VET,INJ,IMX",26,86.66666666666667,3.312043956043956e-05,Yellow,Orange,43.47826086956522,30.76923076923077,0.1545865859151574,0.0966051883656272,-0.0597302567764817,0.0905855110686109,0.1106511020586655,0.3076923076923077,Q2: Weak,2542.0345891620696,,Falling,False,0.0,0.0,1.2088960439560439
2024-07-15,2024-07-22,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,EZETH,FET,FIL,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,PEPE,RENDER,SOL,STETH,STX,TRX,UNI,VET,XLM,XMR,XRP","SOL,STETH,XRP,DOGE,ADA,TRX,DOT,LINK,BCH,UNI,NEAR,LTC,KAS,ICP,PEPE,ETC,FET,APT,XLM,XMR,HBAR,STX,VET,FIL,ATOM,RENDER,ARB,IMX,INJ,EZETH",26,86.66666666666667,6.013401098901099e-05,YellowGreen,Yellow,60.86956521739131,42.30769230769231,0.1075367312397461,0.1079465992042839,0.0004097839916081,0.1172553213551856,0.0862262475188466,0.4230769230769231,Q2: Weak,2514.710656879088,,Falling,False,0.0,0.0,2.1948914010989014
2024-07-22,2024-07-29,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,PEPE,RENDER,SOL,STETH,STX,TAO,TRX,UNI,WIF,XLM,XMR,XRP","SOL,STETH,XRP,DOGE,ADA,TRX,LINK,DOT,BCH,NEAR,UNI,LTC,PEPE,ICP,KAS,FET,ETC,APT,XLM,XMR,STX,WIF,RENDER,FIL,ARB,HBAR,INJ,IMX,ATOM,TAO",27,90.0,4.81589417989418e-05,Yellow,Orange,55.79710144927537,36.53846153846153,-0.0682315671205913,-0.0205152426901906,0.0466128664622311,0.0022633527790179,-0.0736652987850104,0.3653846153846153,Q2: Weak,2552.6373326323483,,Falling,False,0.0,0.0,1.7578013756613757
2024-07-29,2024-08-05,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,INJ,KAS,LINK,LTC,NEAR,PEPE,RENDER,SOL,STETH,STX,TAO,TRX,UNI,VET,WIF,XLM,XMR,XRP","SOL,XRP,STETH,DOGE,ADA,TRX,BCH,LINK,DOT,NEAR,UNI,LTC,PEPE,KAS,ICP,ETC,APT,FET,XMR,XLM,STX,FIL,RENDER,ATOM,HBAR,WIF,TAO,ARB,INJ,VET",28,93.33333333333331,4.725295918367348e-05,Yellow,Orange,53.62318840579711,32.69230769230769,-0.2066734327668817,-0.1591160971064111,0.0464611070302642,-0.1499956587120745,-0.1803971200265299,0.3269230769230769,Q2: Weak,2660.7358882596354,,Falling,False,0.0,0.0,1.724733010204082
